accountId,aggregateBytes,aggregateCounts,aggregateDurationMs,caseId,casePriority,caseStatus,caseTopic,dataPlaneVersion,eventCategory,heartbeatAgeSeconds,installationId,licenceState,metadataOnly,plan,recordId,recordType,region,schemaVersion,severity,status,timestampUtc
acct-043,,,,,,,,2.5.1,,,dp-243,,,,inst_72440a20f54075ac,data_plane_installation,eu,control-plane-proof.v1,,registered,2026-06-17T00:04:03Z
acct-044,,,,,,,,2.6.2,,,dp-244,,,,inst_82c01ce15b431d42,data_plane_installation,us,control-plane-proof.v1,,registered,2026-06-17T00:04:04Z
acct-045,,,,,,,,2.0.3,,,dp-245,,,,inst_011af72a910ac4ac,data_plane_installation,au,control-plane-proof.v1,,registered,2026-06-17T00:04:05Z
acct-046,,,,,,,,2.1.4,,,dp-246,,,,inst_37c20f19f3272b5c,data_plane_installation,eu,control-plane-proof.v1,,registered,2026-06-17T00:04:06Z
acct-047,,,,,,,,2.2.5,,,dp-247,,,,inst_396f804443825586,data_plane_installation,us,control-plane-proof.v1,,registered,2026-06-17T00:04:07Z
acct-048,,,,,,,,2.3.6,,,dp-248,,,,inst_766cb53c753baeda,data_plane_installation,au,control-plane-proof.v1,,registered,2026-06-17T00:04:08Z
acct-049,,,,,,,,2.4.7,,,dp-249,,,,inst_9f484139a27415ae,data_plane_installation,eu,control-plane-proof.v1,,registered,2026-06-17T00:04:09Z
acct-000,1024,"{""errors"": 0, ""requests"": 10}",25,,,,,,heartbeat,0,dp-000,valid,,,evt_5feceb66ffc86f38,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:00:00Z
acct-001,2048,"{""errors"": 1, ""requests"": 11}",26,,,,,,licence,1,dp-001,valid,,,evt_6b86b273ff34fce1,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:01:00Z
acct-002,3072,"{""errors"": 2, ""requests"": 12}",27,,,,,,aggregate_usage,2,dp-002,valid,,,evt_d4735e3a265e16ee,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:02:00Z
acct-003,4096,"{""errors"": 0, ""requests"": 13}",28,,,,,,audit,3,dp-003,valid,,,evt_4e07408562bedb8b,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:03:00Z
acct-004,5120,"{""errors"": 1, ""requests"": 14}",29,,,,,,heartbeat,4,dp-004,valid,,,evt_4b227777d4dd1fc6,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:04:00Z
acct-005,6144,"{""errors"": 2, ""requests"": 15}",30,,,,,,licence,5,dp-005,valid,,,evt_ef2d127de37b942b,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:05:00Z
acct-006,7168,"{""errors"": 0, ""requests"": 16}",31,,,,,,aggregate_usage,6,dp-006,valid,,,evt_e7f6c011776e8db7,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:06:00Z
acct-007,8192,"{""errors"": 1, ""requests"": 17}",32,,,,,,audit,7,dp-007,valid,,,evt_7902699be42c8a8e,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:07:00Z
acct-008,9216,"{""errors"": 2, ""requests"": 18}",33,,,,,,heartbeat,8,dp-008,valid,,,evt_2c624232cdd22177,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:08:00Z
acct-009,10240,"{""errors"": 0, ""requests"": 19}",34,,,,,,licence,9,dp-009,valid,,,evt_19581e27de7ced00,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:09:00Z
acct-010,11264,"{""errors"": 1, ""requests"": 20}",35,,,,,,aggregate_usage,10,dp-010,valid,,,evt_4a44dc15364204a8,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:10:00Z
acct-011,12288,"{""errors"": 2, ""requests"": 21}",36,,,,,,audit,11,dp-011,valid,,,evt_4fc82b26aecb47d2,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:11:00Z
acct-012,13312,"{""errors"": 0, ""requests"": 22}",37,,,,,,heartbeat,12,dp-012,valid,,,evt_6b51d431df5d7f14,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:12:00Z
acct-013,14336,"{""errors"": 1, ""requests"": 23}",38,,,,,,licence,13,dp-013,valid,,,evt_3fdba35f04dc8c46,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:13:00Z
acct-014,15360,"{""errors"": 2, ""requests"": 24}",39,,,,,,aggregate_usage,14,dp-014,valid,,,evt_8527a891e2241369,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:14:00Z
acct-015,16384,"{""errors"": 0, ""requests"": 25}",40,,,,,,audit,15,dp-015,valid,,,evt_e629fa6598d73276,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:15:00Z
acct-016,17408,"{""errors"": 1, ""requests"": 26}",41,,,,,,heartbeat,16,dp-016,valid,,,evt_b17ef6d19c7a5b1e,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:16:00Z
acct-017,18432,"{""errors"": 2, ""requests"": 27}",42,,,,,,licence,17,dp-017,valid,,,evt_4523540f1504cd17,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:17:00Z
acct-018,19456,"{""errors"": 0, ""requests"": 28}",43,,,,,,aggregate_usage,18,dp-018,valid,,,evt_4ec9599fc203d176,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:18:00Z
acct-019,20480,"{""errors"": 1, ""requests"": 29}",44,,,,,,audit,19,dp-019,valid,,,evt_9400f1b21cb527d7,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:19:00Z
acct-020,21504,"{""errors"": 2, ""requests"": 30}",45,,,,,,heartbeat,20,dp-020,valid,,,evt_f5ca38f748a1d6ea,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:20:00Z
acct-021,22528,"{""errors"": 0, ""requests"": 31}",46,,,,,,licence,21,dp-021,valid,,,evt_6f4b6612125fb3a0,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:21:00Z
acct-022,23552,"{""errors"": 1, ""requests"": 32}",47,,,,,,aggregate_usage,22,dp-022,valid,,,evt_785f3ec7eb32f30b,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:22:00Z
acct-023,24576,"{""errors"": 2, ""requests"": 33}",48,,,,,,audit,23,dp-023,valid,,,evt_535fa30d7e25dd8a,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:23:00Z
acct-024,25600,"{""errors"": 0, ""requests"": 34}",49,,,,,,heartbeat,24,dp-024,valid,,,evt_c2356069e9d1e79c,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:24:00Z
acct-025,26624,"{""errors"": 1, ""requests"": 35}",50,,,,,,licence,25,dp-025,valid,,,evt_b7a56873cd771f2c,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:25:00Z
acct-026,27648,"{""errors"": 2, ""requests"": 36}",51,,,,,,aggregate_usage,26,dp-026,valid,,,evt_5f9c4ab08cac7457,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:26:00Z
acct-027,28672,"{""errors"": 0, ""requests"": 37}",52,,,,,,audit,27,dp-027,valid,,,evt_670671cd97404156,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:27:00Z
acct-028,29696,"{""errors"": 1, ""requests"": 38}",53,,,,,,heartbeat,28,dp-028,valid,,,evt_59e19706d51d39f6,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:28:00Z
acct-029,30720,"{""errors"": 2, ""requests"": 39}",54,,,,,,licence,29,dp-029,valid,,,evt_35135aaa6cc23891,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:29:00Z
acct-030,31744,"{""errors"": 0, ""requests"": 40}",55,,,,,,aggregate_usage,30,dp-030,valid,,,evt_624b60c58c9d8bfb,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:30:00Z
acct-031,32768,"{""errors"": 1, ""requests"": 41}",56,,,,,,audit,31,dp-031,valid,,,evt_eb1e33e8a81b697b,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:31:00Z
acct-032,33792,"{""errors"": 2, ""requests"": 42}",57,,,,,,heartbeat,32,dp-032,valid,,,evt_e29c9c180c6279b0,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:32:00Z
acct-033,34816,"{""errors"": 0, ""requests"": 43}",58,,,,,,licence,33,dp-033,valid,,,evt_c6f3ac57944a5314,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:33:00Z
acct-034,35840,"{""errors"": 1, ""requests"": 44}",59,,,,,,aggregate_usage,34,dp-034,valid,,,evt_86e5014965866131,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:34:00Z
acct-035,36864,"{""errors"": 2, ""requests"": 45}",60,,,,,,audit,35,dp-035,valid,,,evt_9f14025af0065b30,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:35:00Z
acct-036,37888,"{""errors"": 0, ""requests"": 46}",61,,,,,,heartbeat,36,dp-036,valid,,,evt_76a50887d8f1c2e9,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:36:00Z
acct-037,38912,"{""errors"": 1, ""requests"": 47}",62,,,,,,licence,37,dp-037,valid,,,evt_7a61b53701befdae,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:37:00Z
acct-038,39936,"{""errors"": 2, ""requests"": 48}",63,,,,,,aggregate_usage,38,dp-038,valid,,,evt_aea92132c4cbeb26,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:38:00Z
acct-039,40960,"{""errors"": 0, ""requests"": 49}",64,,,,,,audit,39,dp-039,valid,,,evt_0b918943df0962bc,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:39:00Z
acct-040,41984,"{""errors"": 1, ""requests"": 50}",65,,,,,,heartbeat,40,dp-040,valid,,,evt_d59eced1ded07f84,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:40:00Z
acct-041,43008,"{""errors"": 2, ""requests"": 51}",66,,,,,,licence,41,dp-041,valid,,,evt_3d914f9348c9cc0f,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:41:00Z
acct-042,44032,"{""errors"": 0, ""requests"": 52}",67,,,,,,aggregate_usage,42,dp-042,valid,,,evt_73475cb40a568e8d,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:42:00Z
acct-043,45056,"{""errors"": 1, ""requests"": 53}",68,,,,,,audit,43,dp-043,valid,,,evt_44cb730c420480a0,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:43:00Z
acct-044,46080,"{""errors"": 2, ""requests"": 54}",69,,,,,,heartbeat,44,dp-044,valid,,,evt_71ee45a3c0db9a98,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:44:00Z
acct-045,47104,"{""errors"": 0, ""requests"": 55}",70,,,,,,licence,45,dp-045,valid,,,evt_811786ad1ae74adf,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:45:00Z
acct-046,48128,"{""errors"": 1, ""requests"": 56}",71,,,,,,aggregate_usage,46,dp-046,valid,,,evt_25fc0e7096fc6537,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:46:00Z
acct-047,49152,"{""errors"": 2, ""requests"": 57}",72,,,,,,audit,47,dp-047,valid,,,evt_31489056e0916d59,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:47:00Z
acct-048,50176,"{""errors"": 0, ""requests"": 58}",73,,,,,,heartbeat,48,dp-048,valid,,,evt_98010bd9270f9b10,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:48:00Z
acct-049,51200,"{""errors"": 1, ""requests"": 59}",74,,,,,,licence,49,dp-049,valid,,,evt_0e17daca5f3e175f,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:49:00Z
acct-050,52224,"{""errors"": 2, ""requests"": 60}",75,,,,,,aggregate_usage,50,dp-050,valid,,,evt_1a6562590ef19d10,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:50:00Z
acct-051,53248,"{""errors"": 0, ""requests"": 61}",76,,,,,,audit,51,dp-051,valid,,,evt_031b4af5197ec30a,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:51:00Z
acct-052,54272,"{""errors"": 1, ""requests"": 62}",77,,,,,,heartbeat,52,dp-052,valid,,,evt_41cfc0d1f2d127b0,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:52:00Z
acct-053,55296,"{""errors"": 2, ""requests"": 63}",78,,,,,,licence,53,dp-053,valid,,,evt_2858dcd1057d3eae,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:53:00Z
acct-054,56320,"{""errors"": 0, ""requests"": 64}",79,,,,,,aggregate_usage,54,dp-054,valid,,,evt_2fca346db6561871,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:54:00Z
acct-055,57344,"{""errors"": 1, ""requests"": 65}",80,,,,,,audit,55,dp-055,valid,,,evt_02d20bbd7e394ad5,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:55:00Z
acct-056,58368,"{""errors"": 2, ""requests"": 66}",81,,,,,,heartbeat,56,dp-056,valid,,,evt_7688b6ef52555962,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T00:56:00Z
acct-057,59392,"{""errors"": 0, ""requests"": 67}",82,,,,,,licence,57,dp-057,valid,,,evt_c837649cce43f272,licence,,control-plane-proof.v1,info,ok,2026-06-17T00:57:00Z
acct-058,60416,"{""errors"": 1, ""requests"": 68}",83,,,,,,aggregate_usage,58,dp-058,valid,,,evt_6208ef0f7750c111,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T00:58:00Z
acct-059,61440,"{""errors"": 2, ""requests"": 69}",84,,,,,,audit,59,dp-059,valid,,,evt_3e1e967e9b793e90,audit,,control-plane-proof.v1,info,ok,2026-06-17T00:59:00Z
acct-060,62464,"{""errors"": 0, ""requests"": 70}",85,,,,,,heartbeat,60,dp-060,valid,,,evt_39fa9ec190eee7b6,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:00:00Z
acct-061,63488,"{""errors"": 1, ""requests"": 71}",86,,,,,,licence,61,dp-061,valid,,,evt_d029fa3a95e174a1,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:01:00Z
acct-062,64512,"{""errors"": 2, ""requests"": 72}",87,,,,,,aggregate_usage,62,dp-062,valid,,,evt_81b8a03f97e8787c,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:02:00Z
acct-063,65536,"{""errors"": 0, ""requests"": 73}",88,,,,,,audit,63,dp-063,valid,,,evt_da4ea2a5506f2693,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:03:00Z
acct-064,66560,"{""errors"": 1, ""requests"": 74}",89,,,,,,heartbeat,64,dp-064,valid,,,evt_a68b412c4282555f,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:04:00Z
acct-065,67584,"{""errors"": 2, ""requests"": 75}",90,,,,,,licence,65,dp-065,valid,,,evt_108c995b953c8a35,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:05:00Z
acct-066,68608,"{""errors"": 0, ""requests"": 76}",91,,,,,,aggregate_usage,66,dp-066,valid,,,evt_3ada92f28b4ceda3,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:06:00Z
acct-067,69632,"{""errors"": 1, ""requests"": 77}",92,,,,,,audit,67,dp-067,valid,,,evt_49d180ecf5613281,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:07:00Z
acct-068,70656,"{""errors"": 2, ""requests"": 78}",93,,,,,,heartbeat,68,dp-068,valid,,,evt_a21855da08cb102d,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:08:00Z
acct-069,71680,"{""errors"": 0, ""requests"": 79}",94,,,,,,licence,69,dp-069,valid,,,evt_c75cb66ae28d8ebc,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:09:00Z
acct-070,72704,"{""errors"": 1, ""requests"": 80}",95,,,,,,aggregate_usage,70,dp-070,valid,,,evt_ff5a1ae012afa5d4,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:10:00Z
acct-071,73728,"{""errors"": 2, ""requests"": 81}",96,,,,,,audit,71,dp-071,valid,,,evt_7f2253d7e228b22a,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:11:00Z
acct-072,74752,"{""errors"": 0, ""requests"": 82}",97,,,,,,heartbeat,72,dp-072,valid,,,evt_8722616204217edd,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:12:00Z
acct-073,75776,"{""errors"": 1, ""requests"": 83}",98,,,,,,licence,73,dp-073,valid,,,evt_96061e92f58e4bdc,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:13:00Z
acct-074,76800,"{""errors"": 2, ""requests"": 84}",99,,,,,,aggregate_usage,74,dp-074,valid,,,evt_eb624dbe56eb6620,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:14:00Z
acct-075,77824,"{""errors"": 0, ""requests"": 85}",100,,,,,,audit,75,dp-075,valid,,,evt_f369cb89fc627e66,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:15:00Z
acct-076,78848,"{""errors"": 1, ""requests"": 86}",101,,,,,,heartbeat,76,dp-076,valid,,,evt_f74efabef12ea619,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:16:00Z
acct-077,79872,"{""errors"": 2, ""requests"": 87}",102,,,,,,licence,77,dp-077,valid,,,evt_a88a7902cb4ef697,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:17:00Z
acct-078,80896,"{""errors"": 0, ""requests"": 88}",103,,,,,,aggregate_usage,78,dp-078,valid,,,evt_349c41201b62db85,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:18:00Z
acct-079,81920,"{""errors"": 1, ""requests"": 89}",104,,,,,,audit,79,dp-079,valid,,,evt_98a3ab7c340e8a03,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:19:00Z
acct-080,82944,"{""errors"": 2, ""requests"": 90}",105,,,,,,heartbeat,80,dp-080,valid,,,evt_48449a14a4ff7d79,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:20:00Z
acct-081,83968,"{""errors"": 0, ""requests"": 91}",106,,,,,,licence,81,dp-081,valid,,,evt_5316ca1c5ddca8e6,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:21:00Z
acct-082,84992,"{""errors"": 1, ""requests"": 92}",107,,,,,,aggregate_usage,82,dp-082,valid,,,evt_a46e37632fa6ca51,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:22:00Z
acct-083,86016,"{""errors"": 2, ""requests"": 93}",108,,,,,,audit,83,dp-083,valid,,,evt_bbb965ab0c80d653,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:23:00Z
acct-084,87040,"{""errors"": 0, ""requests"": 94}",109,,,,,,heartbeat,84,dp-084,valid,,,evt_44c8031cb036a735,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:24:00Z
acct-085,88064,"{""errors"": 1, ""requests"": 95}",110,,,,,,licence,85,dp-085,valid,,,evt_b4944c6ff08dc6f4,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:25:00Z
acct-086,89088,"{""errors"": 2, ""requests"": 96}",111,,,,,,aggregate_usage,86,dp-086,valid,,,evt_434c9b5ae514646b,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:26:00Z
acct-087,90112,"{""errors"": 0, ""requests"": 97}",112,,,,,,audit,87,dp-087,valid,,,evt_bdd2d3af3a5a1213,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:27:00Z
acct-088,91136,"{""errors"": 1, ""requests"": 98}",113,,,,,,heartbeat,88,dp-088,valid,,,evt_8b940be7fb78aaa6,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:28:00Z
acct-089,92160,"{""errors"": 2, ""requests"": 99}",114,,,,,,licence,89,dp-089,valid,,,evt_cd70bea023f752a0,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:29:00Z
acct-090,93184,"{""errors"": 0, ""requests"": 10}",115,,,,,,aggregate_usage,90,dp-090,valid,,,evt_69f59c273b6e669a,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:30:00Z
acct-091,94208,"{""errors"": 1, ""requests"": 11}",116,,,,,,audit,91,dp-091,valid,,,evt_1da51b8d8ff98f6a,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:31:00Z
acct-092,95232,"{""errors"": 2, ""requests"": 12}",117,,,,,,heartbeat,92,dp-092,valid,,,evt_8241649609f88ccd,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:32:00Z
acct-093,96256,"{""errors"": 0, ""requests"": 13}",118,,,,,,licence,93,dp-093,valid,,,evt_6e4001871c0cf27c,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:33:00Z
acct-094,97280,"{""errors"": 1, ""requests"": 14}",119,,,,,,aggregate_usage,94,dp-094,valid,,,evt_e3d6c4d4599e0088,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:34:00Z
acct-095,98304,"{""errors"": 2, ""requests"": 15}",120,,,,,,audit,95,dp-095,valid,,,evt_ad48ff99415b2f00,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:35:00Z
acct-096,99328,"{""errors"": 0, ""requests"": 16}",121,,,,,,heartbeat,96,dp-096,valid,,,evt_7b1a278f5abe8e9d,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:36:00Z
acct-097,100352,"{""errors"": 1, ""requests"": 17}",122,,,,,,licence,97,dp-097,valid,,,evt_d6d824abba4afde8,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:37:00Z
acct-098,101376,"{""errors"": 2, ""requests"": 18}",123,,,,,,aggregate_usage,98,dp-098,valid,,,evt_29db0c6782dbd500,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:38:00Z
acct-099,102400,"{""errors"": 0, ""requests"": 19}",124,,,,,,audit,99,dp-099,valid,,,evt_8c1f1046219ddd21,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:39:00Z
acct-000,103424,"{""errors"": 1, ""requests"": 20}",125,,,,,,heartbeat,100,dp-100,valid,,,evt_ad57366865126e55,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:40:00Z
acct-001,104448,"{""errors"": 2, ""requests"": 21}",126,,,,,,licence,101,dp-101,valid,,,evt_16dc368a89b428b2,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:41:00Z
acct-002,105472,"{""errors"": 0, ""requests"": 22}",127,,,,,,aggregate_usage,102,dp-102,valid,,,evt_37834f2f25762f23,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:42:00Z
acct-003,106496,"{""errors"": 1, ""requests"": 23}",128,,,,,,audit,103,dp-103,valid,,,evt_454f63ac30c83229,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:43:00Z
acct-004,107520,"{""errors"": 2, ""requests"": 24}",129,,,,,,heartbeat,104,dp-104,valid,,,evt_5ef6fdf32513aa7c,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:44:00Z
acct-005,108544,"{""errors"": 0, ""requests"": 25}",130,,,,,,licence,105,dp-105,valid,,,evt_1253e9373e781b75,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:45:00Z
acct-006,109568,"{""errors"": 1, ""requests"": 26}",131,,,,,,aggregate_usage,106,dp-106,valid,,,evt_482d9673cfee5de3,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:46:00Z
acct-007,110592,"{""errors"": 2, ""requests"": 27}",132,,,,,,audit,107,dp-107,valid,,,evt_3346f2bbf6c34bd2,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:47:00Z
acct-008,111616,"{""errors"": 0, ""requests"": 28}",133,,,,,,heartbeat,108,dp-108,valid,,,evt_9537f32ec7599e1a,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:48:00Z
acct-009,112640,"{""errors"": 1, ""requests"": 29}",134,,,,,,licence,109,dp-109,valid,,,evt_0fd42b3f73c448b3,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:49:00Z
acct-010,113664,"{""errors"": 2, ""requests"": 30}",135,,,,,,aggregate_usage,110,dp-110,valid,,,evt_9bdb2af6799204a2,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:50:00Z
acct-011,114688,"{""errors"": 0, ""requests"": 31}",136,,,,,,audit,111,dp-111,valid,,,evt_f6e0a1e2ac41945a,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:51:00Z
acct-012,115712,"{""errors"": 1, ""requests"": 32}",137,,,,,,heartbeat,112,dp-112,valid,,,evt_b1556dea32e9d0cd,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:52:00Z
acct-013,116736,"{""errors"": 2, ""requests"": 33}",138,,,,,,licence,113,dp-113,valid,,,evt_6c658ee83fb7e812,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:53:00Z
acct-014,117760,"{""errors"": 0, ""requests"": 34}",139,,,,,,aggregate_usage,114,dp-114,valid,,,evt_9f1f9dce319c4700,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:54:00Z
acct-015,118784,"{""errors"": 1, ""requests"": 35}",140,,,,,,audit,115,dp-115,valid,,,evt_28dae7c8bde2f3ca,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:55:00Z
acct-016,119808,"{""errors"": 2, ""requests"": 36}",141,,,,,,heartbeat,116,dp-116,valid,,,evt_e5b861a6d8a966df,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T01:56:00Z
acct-017,120832,"{""errors"": 0, ""requests"": 37}",142,,,,,,licence,117,dp-117,valid,,,evt_2ac878b0e2180616,licence,,control-plane-proof.v1,info,ok,2026-06-17T01:57:00Z
acct-018,121856,"{""errors"": 1, ""requests"": 38}",143,,,,,,aggregate_usage,118,dp-118,valid,,,evt_85daaf6f7055cd57,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T01:58:00Z
acct-019,122880,"{""errors"": 2, ""requests"": 39}",144,,,,,,audit,119,dp-119,valid,,,evt_3038bfb575bee6a0,audit,,control-plane-proof.v1,info,ok,2026-06-17T01:59:00Z
acct-020,123904,"{""errors"": 0, ""requests"": 40}",145,,,,,,heartbeat,120,dp-120,valid,,,evt_2abaca4911e68fa9,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T02:00:00Z
acct-021,124928,"{""errors"": 1, ""requests"": 41}",146,,,,,,licence,121,dp-121,valid,,,evt_89aa1e580023722d,licence,,control-plane-proof.v1,info,ok,2026-06-17T02:01:00Z
acct-022,125952,"{""errors"": 2, ""requests"": 42}",147,,,,,,aggregate_usage,122,dp-122,valid,,,evt_1be00341082e25c4,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T02:02:00Z
acct-023,126976,"{""errors"": 0, ""requests"": 43}",148,,,,,,audit,123,dp-123,valid,,,evt_a665a45920422f9d,audit,,control-plane-proof.v1,info,ok,2026-06-17T02:03:00Z
acct-024,128000,"{""errors"": 1, ""requests"": 44}",149,,,,,,heartbeat,124,dp-124,valid,,,evt_6affdae3b3c1aa6a,heartbeat,,control-plane-proof.v1,info,ok,2026-06-17T02:04:00Z
acct-025,129024,"{""errors"": 2, ""requests"": 45}",150,,,,,,licence,125,dp-125,valid,,,evt_0f8ef3377b30fc47,licence,,control-plane-proof.v1,info,ok,2026-06-17T02:05:00Z
acct-026,130048,"{""errors"": 0, ""requests"": 46}",151,,,,,,aggregate_usage,126,dp-126,valid,,,evt_65a699905c026193,aggregate_usage,,control-plane-proof.v1,info,ok,2026-06-17T02:06:00Z
acct-027,131072,"{""errors"": 1, ""requests"": 47}",152,,,,,,audit,127,dp-127,valid,,,evt_922c7954216ccfe7,audit,,control-plane-proof.v1,info,ok,2026-06-17T02:07:00Z
